Rollno,Name,Gender,Caste,PWD,Rank,prefl,Seat Allotted,Preference Number
XYZ2736,student4990,M,Res,No,320,"[['NITC', 'CSE'], ['MNNIT', 'CSE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'MECH'], ['VNIT', 'MECH'], ['NITC', 'MECH'], ['SVNIT', 'ECE'], ['NITT', 'ECE'], ['NITG', 'MECH']]","['NITC', 'CSE']",1
XYZ2737,student379,F,Gen,No,4327,"[['NITB', 'ECE'], ['SVNIT', 'MECH'], ['NITAP', 'ECE'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['SVNIT', 'MECH'], ['NITT', 'MECH'], ['NITC', 'CSE'], ['NITK', 'CSE'], ['NITK', 'MECH']]","Sorry, you got no seat",0
XYZ2738,student1554,F,Gen,No,4002,"[['VNIT', 'CIVIL'], ['NITG', 'CSE'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2740,student1109,M,Gen,No,2978,"[['NITG', 'CIVIL'], ['NITG', 'MECH'], ['NITB', 'MECH'], ['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITK', 'CSE'], ['NITAP', 'MECH'], ['NITC', 'MECH'], ['VNIT', 'MECH'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ2740,student4846,M,Res,No,393,"[['NITG', 'AGRI'], ['MNNIT', 'MECH'], ['NITB', 'ECE'], ['NITC', 'MECH']]","['NITG', 'AGRI']",1
XYZ2740,student3083,F,Res,No,3624,"[['NITG', 'AGRI'], ['NITT', 'MECH'], ['NITK', 'CSE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITK', 'MECH'], ['SVNIT', 'ECE'], ['SVNIT', 'ECE'], ['NITC', 'ECE'], ['NITAP', 'CSE']]","['NITK', 'CSE']",3
XYZ2741,student402,F,Gen,No,2327,"[['NITC', 'CIVIL'], ['NITG', 'CSE'], ['NITB', 'ECE'], ['NITAP', 'ECE'], ['NITK', 'ECE'], ['NITB', 'MECH'], ['NITC', 'MECH'], ['VNIT', 'MECH'], ['MNNIT', 'CSE'], ['NITAP', 'CSE']]","['NITC', 'CIVIL']",1
XYZ2743,student577,M,Gen,No,1405,"[['NITG', 'CIVIL'], ['NITG', 'ECE'], ['VNIT', 'MECH'], ['NITC', 'ECE'], ['NITAP', 'MECH'], ['VNIT', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITC', 'MECH'], ['NITK', 'ECE']]","['NITG', 'CIVIL']",1
XYZ2743,student4873,M,Gen,No,4407,"[['NITG', 'CSE'], ['NITT', 'CSE'], ['MNNIT', 'CSE'], ['NITK', 'ECE'], ['NITAP', 'ECE'], ['MNNIT', 'MECH'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2744,student2977,F,Gen,No,1042,"[['NITB', 'CSE'], ['NITG', 'ECE'], ['MNNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'CSE']]","['NITB', 'CSE']",1
XYZ2745,student1353,F,Gen,No,1981,"[['NITT', 'AGRI'], ['NITAP', 'MECH'], ['NITB', 'MECH'], ['NITK', 'MECH'], ['NITAP', 'MECH'], ['MNNIT', 'CSE'], ['VNIT', 'ECE'], ['NITB', 'CSE'], ['SVNIT', 'CSE']]","['NITB', 'MECH']",3
XYZ2746,student3846,M,Gen,No,1805,"[['VNIT', 'CIVIL'], ['NITAP', 'ECE'], ['NITB', 'CSE'], ['NITB', 'MECH']]","['VNIT', 'CIVIL']",1
XYZ2746,student2779,M,Res,No,3414,"[['NITK', 'CIVIL'], ['SVNIT', 'ECE'], ['MNNIT', 'MECH'], ['VNIT', 'CSE'], ['NITC', 'ECE'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'MECH'], ['NITG', 'ECE'], ['MNNIT', 'MECH']]","['NITK', 'CIVIL']",1
XYZ2746,student4508,M,Res,No,1188,"[['NITK', 'ECE'], ['VNIT', 'ECE'], ['SVNIT', 'CSE']]","['NITK', 'ECE']",1
XYZ2746,student676,F,Gen,No,2817,"[['MNNIT', 'ECE'], ['NITT', 'ECE'], ['NITC', 'ECE'], ['NITG', 'MECH'], ['MNNIT', 'MECH'], ['NITAP', 'MECH']]","Sorry, you got no seat",0
XYZ2747,student3894,M,Res,No,1555,"[['NITK', 'ECE'], ['VNIT', 'ECE'], ['NITT', 'MECH'], ['VNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITB', 'CSE'], ['NITT', 'ECE'], ['NITB', 'ECE'], ['VNIT', 'CSE']]","['NITK', 'ECE']",1
XYZ2747,student1192,F,Gen,No,485,"[['NITC', 'CSE'], ['NITC', 'ECE'], ['NITG', 'CSE'], ['NITG', 'MECH'], ['NITC', 'MECH'], ['VNIT', 'ECE'], ['VNIT', 'CSE'], ['NITB', 'CSE']]","['NITC', 'CSE']",1
XYZ2749,student876,F,Gen,No,4732,"[['MNNIT', 'CIVIL'], ['VNIT', 'MECH'], ['MNNIT', 'CSE']]","Sorry, you got no seat",0
XYZ2749,student943,F,Gen,No,1674,"[['MNNIT', 'CIVIL'], ['MNNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'CSE']]","['MNNIT', 'ECE']",2
XYZ2749,student162,F,Gen,No,3329,"[['NITB', 'MECH'], ['NITAP', 'CSE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ2750,student3112,M,Res,No,2378,"[['NITG', 'AGRI'], ['NITAP', 'MECH'], ['NITG', 'ECE'], ['NITK', 'ECE'], ['MNNIT', 'CSE'], ['VNIT', 'MECH']]","['NITAP', 'MECH']",2
XYZ2750,student4174,F,Res,No,1245,"[['NITC', 'CSE'], ['NITT', 'CSE'], ['NITG', 'MECH'], ['VNIT', 'CSE'], ['NITK', 'MECH']]","['NITC', 'CSE']",1
XYZ2751,student2785,M,Gen,No,3231,"[['NITC', 'ECE'], ['NITC', 'CSE'], ['NITB', 'ECE'], ['MNNIT', 'ECE'], ['NITC', 'MECH'], ['NITAP', 'MECH'], ['VNIT', 'CSE'], ['NITG', 'ECE'], ['NITB', 'CSE'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2751,student3737,F,Gen,No,3386,"[['NITG', 'AGRI'], ['MNNIT', 'CSE'], ['NITAP', 'ECE'], ['SVNIT', 'ECE'], ['VNIT', 'ECE'], ['VNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITC', 'MECH'], ['NITG', 'CSE'], ['NITAP', 'CSE']]","Sorry, you got no seat",0
XYZ2751,student4377,M,Gen,No,2945,"[['MNNIT', 'CIVIL'], ['NITB', 'CSE'], ['VNIT', 'ECE'], ['SVNIT', 'ECE'], ['NITB', 'MECH'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['MNNIT', 'CSE'], ['MNNIT', 'ECE'], ['NITB', 'MECH']]","Sorry, you got no seat",0
XYZ2751,student4441,F,Gen,No,149,"[['NITB', 'AGRI'], ['VNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITB', 'MECH'], ['NITG', 'MECH'], ['MNNIT', 'CSE'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['MNNIT', 'ECE'], ['NITAP', 'CSE']]","['NITB', 'AGRI']",1
XYZ2753,student2627,F,Res,No,3896,"[['VNIT', 'CSE'], ['NITC', 'CSE'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['NITT', 'ECE'], ['NITC', 'CSE'], ['SVNIT', 'ECE'], ['SVNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2754,student1473,M,Res,No,4904,"[['MNNIT', 'CSE'], ['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITT', 'MECH'], ['SVNIT', 'MECH'], ['VNIT', 'MECH'], ['NITK', 'ECE'], ['NITT', 'CSE'], ['NITB', 'MECH'], ['NITK', 'CSE']]","Sorry, you got no seat",0
XYZ2755,student3563,M,Gen,No,145,"[['MNNIT', 'ECE'], ['NITC', 'ECE'], ['NITK', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'MECH'], ['NITG', 'MECH'], ['NITAP', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'MECH']]","['MNNIT', 'ECE']",1
XYZ2756,student1289,M,Gen,No,2132,"[['SVNIT', 'MECH'], ['NITAP', 'CSE'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['NITB', 'MECH'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['NITK', 'CSE'], ['NITG', 'ECE']]","['NITT', 'CSE']",8
XYZ2756,student2138,M,Gen,No,4739,"[['NITT', 'CIVIL'], ['NITT', 'CSE'], ['VNIT', 'MECH'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2756,student4821,M,Gen,No,1320,"[['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITAP', 'CSE'], ['NITAP', 'ECE'], ['NITG', 'ECE'], ['NITC', 'ECE'], ['VNIT', 'ECE'], ['MNNIT', 'MECH'], ['SVNIT', 'MECH'], ['NITB', 'MECH']]","['NITAP', 'ECE']",4
XYZ2756,student3724,M,Gen,No,1529,"[['SVNIT', 'CSE'], ['NITT', 'CSE'], ['NITG', 'MECH'], ['NITG', 'CSE'], ['MNNIT', 'ECE'], ['NITK', 'CSE']]","['SVNIT', 'CSE']",1
XYZ2756,student997,M,Res,No,4870,"[['NITG', 'CIVIL'], ['SVNIT', 'MECH'], ['NITB', 'MECH'], ['NITG', 'ECE'], ['NITAP', 'MECH'], ['NITG', 'MECH'], ['NITK', 'CSE'], ['NITAP', 'MECH'], ['NITC', 'CSE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ2758,student89,M,Gen,No,2565,"[['NITT', 'AGRI'], ['NITK', 'MECH'], ['MNNIT', 'MECH'], ['NITC', 'CSE'], ['SVNIT', 'MECH'], ['SVNIT', 'ECE'], ['NITAP', 'ECE'], ['MNNIT', 'MECH'], ['NITG', 'CSE'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2759,student2215,M,Res,No,451,"[['NITB', 'CSE'], ['SVNIT', 'MECH'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['MNNIT', 'ECE'], ['NITAP', 'MECH']]","['NITB', 'CSE']",1
XYZ2759,student333,M,Gen,No,1582,"[['NITG', 'MECH'], ['VNIT', 'MECH'], ['NITG', 'ECE'], ['NITB', 'ECE'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['NITB', 'CSE'], ['NITG', 'MECH'], ['NITC', 'ECE']]","['VNIT', 'MECH']",2
XYZ2760,student840,M,Res,No,1799,"[['MNNIT', 'CSE'], ['VNIT', 'MECH'], ['NITC', 'ECE']]","['MNNIT', 'CSE']",1
XYZ2761,student4547,M,Res,No,3886,"[['NITC', 'CIVIL'], ['NITC', 'MECH'], ['NITG', 'ECE'], ['MNNIT', 'CSE'], ['NITAP', 'CSE'], ['NITC', 'MECH'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['NITAP', 'MECH'], ['NITT', 'CSE']]","Sorry, you got no seat",0
XYZ2761,student3707,M,Gen,No,2504,"[['NITG', 'AGRI'], ['NITT', 'ECE'], ['NITB', 'MECH'], ['NITC', 'MECH'], ['NITC', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'ECE'], ['NITC', 'MECH'], ['VNIT', 'CSE'], ['VNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2761,student1467,M,Gen,No,991,"[['VNIT', 'ECE'], ['VNIT', 'MECH'], ['NITT', 'MECH'], ['NITG', 'MECH']]","['VNIT', 'ECE']",1
XYZ2762,student3159,M,Res,No,1988,"[['NITT', 'ECE'], ['NITG', 'CSE'], ['NITG', 'CSE'], ['NITC', 'ECE'], ['NITG', 'CSE'], ['NITC', 'CSE']]","['NITG', 'CSE']",2
XYZ2764,student2114,F,Gen,No,3050,"[['VNIT', 'CSE'], ['NITB', 'MECH'], ['NITT', 'MECH'], ['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITK', 'CSE'], ['VNIT', 'ECE'], ['NITT', 'CSE'], ['NITC', 'ECE'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ2764,student3010,M,Gen,No,1838,"[['NITC', 'MECH'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['NITG', 'CSE'], ['SVNIT', 'MECH'], ['NITAP', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'CSE']]","['NITC', 'CSE']",2
XYZ2766,student3286,M,Res,No,2321,"[['NITAP', 'MECH'], ['SVNIT', 'ECE'], ['NITK', 'ECE'], ['SVNIT', 'MECH'], ['NITG', 'MECH'], ['NITC', 'ECE'], ['NITC', 'CSE'], ['SVNIT', 'CSE'], ['NITC', 'CSE'], ['NITC', 'CSE']]","['NITAP', 'MECH']",1
XYZ2766,student2985,M,Gen,No,3305,"[['NITT', 'MECH'], ['SVNIT', 'MECH'], ['NITG', 'ECE'], ['NITT', 'CSE'], ['SVNIT', 'ECE'], ['NITC', 'ECE'], ['NITT', 'ECE'], ['NITG', 'ECE'], ['NITK', 'CSE'], ['NITT', 'MECH']]","Sorry, you got no seat",0
XYZ2767,student3675,F,Res,No,3651,"[['NITG', 'ECE'], ['NITK', 'MECH'], ['NITK', 'MECH'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['VNIT', 'CSE'], ['NITC', 'ECE'], ['NITC', 'MECH'], ['VNIT', 'CSE']]","['VNIT', 'CSE']",7
XYZ2767,student1762,F,Gen,No,2533,"[['SVNIT', 'CIVIL'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['NITK', 'MECH'], ['SVNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITT', 'MECH'], ['NITG', 'MECH'], ['NITC', 'CSE'], ['NITAP', 'CSE']]","Sorry, you got no seat",0
XYZ2767,student3408,F,Res,No,3954,"[['NITB', 'CSE'], ['MNNIT', 'MECH'], ['NITT', 'CSE'], ['MNNIT', 'CSE'], ['NITG', 'MECH'], ['NITB', 'ECE'], ['NITT', 'ECE']]","['MNNIT', 'CSE']",4
XYZ2768,student3144,M,Res,Yes,3291,"[['NITAP', 'CIVIL'], ['NITT', 'MECH'], ['NITG', 'CSE'], ['VNIT', 'ECE'], ['SVNIT', 'CSE'], ['MNNIT', 'CSE']]","['NITG', 'CSE']",3
XYZ2768,student430,F,Res,Yes,2133,"[['NITB', 'CIVIL'], ['SVNIT', 'CSE'], ['MNNIT', 'MECH'], ['VNIT', 'MECH'], ['NITAP', 'ECE'], ['NITG', 'CSE'], ['MNNIT', 'CSE'], ['NITB', 'CSE'], ['NITG', 'CSE'], ['NITB', 'CSE']]","['NITB', 'CIVIL']",1
XYZ2769,student3210,M,Gen,No,4987,"[['NITAP', 'AGRI'], ['NITC', 'ECE'], ['NITK', 'ECE'], ['NITK', 'ECE'], ['NITK', 'CSE'], ['NITG', 'MECH'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ2769,student3969,F,Gen,No,4106,"[['NITT', 'CIVIL'], ['VNIT', 'CSE'], ['NITC', 'CSE'], ['NITG', 'ECE'], ['NITAP', 'MECH'], ['NITC', 'ECE'], ['SVNIT', 'CSE'], ['NITAP', 'ECE'], ['NITG', 'ECE'], ['NITG', 'CSE']]","Sorry, you got no seat",0
XYZ2769,student1315,M,Res,No,4864,"[['NITC', 'AGRI'], ['NITG', 'ECE'], ['MNNIT', 'CSE'], ['NITK', 'MECH'], ['VNIT', 'ECE'], ['VNIT', 'CSE'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITC', 'CSE']]","Sorry, you got no seat",0
XYZ2770,student4851,M,Res,No,3645,"[['NITC', 'AGRI'], ['SVNIT', 'ECE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITB', 'ECE'], ['NITG', 'MECH'], ['NITAP', 'CSE'], ['SVNIT', 'MECH'], ['VNIT', 'ECE'], ['MNNIT', 'CSE']]","['MNNIT', 'CSE']",10
XYZ2770,student3785,M,Gen,No,1578,"[['NITG', 'CSE'], ['MNNIT', 'CSE'], ['NITK', 'MECH'], ['NITB', 'CSE'], ['NITC', 'MECH'], ['VNIT', 'ECE'], ['NITK', 'CSE'], ['VNIT', 'CSE'], ['NITT', 'CSE'], ['MNNIT', 'CSE']]","['MNNIT', 'CSE']",2
XYZ2770,student2248,M,Gen,No,3310,"[['SVNIT', 'MECH'], ['NITK', 'ECE'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['NITC', 'CSE'], ['NITC', 'MECH'], ['NITT', 'MECH'], ['NITK', 'ECE'], ['VNIT', 'ECE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ2771,student4257,F,Gen,No,530,"[['NITG', 'CIVIL'], ['NITAP', 'CSE'], ['NITAP', 'MECH'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['SVNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITT', 'ECE']]","['NITG', 'CIVIL']",1
XYZ2772,student3661,M,Gen,No,3955,"[['NITB', 'AGRI'], ['VNIT', 'MECH'], ['NITT', 'ECE'], ['NITB', 'MECH'], ['NITT', 'CSE'], ['NITB', 'CSE'], ['NITT', 'MECH'], ['NITC', 'MECH'], ['NITG', 'MECH'], ['VNIT', 'ECE']]","Sorry, you got no seat",0
XYZ2773,student4035,F,Res,No,2491,"[['MNNIT', 'AGRI'], ['VNIT', 'CSE'], ['NITG', 'ECE'], ['NITC', 'MECH'], ['SVNIT', 'CSE'], ['NITG', 'ECE'], ['VNIT', 'MECH'], ['NITG', 'ECE'], ['NITK', 'ECE'], ['SVNIT', 'ECE']]","['MNNIT', 'AGRI']",1
XYZ2774,student2530,M,Gen,No,2930,"[['SVNIT', 'ECE'], ['NITAP', 'CSE'], ['VNIT', 'CSE'], ['NITG', 'MECH'], ['NITT', 'CSE'], ['NITT', 'ECE'], ['NITG', 'MECH']]","Sorry, you got no seat",0
XYZ2775,student1203,M,Res,No,4554,"[['NITG', 'CSE'], ['MNNIT', 'MECH'], ['NITT', 'ECE'], ['VNIT', 'MECH'], ['NITB', 'MECH']]","Sorry, you got no seat",0
XYZ2776,student2632,F,Res,No,4223,"[['NITG', 'CSE'], ['NITC', 'ECE'], ['NITAP', 'MECH']]","Sorry, you got no seat",0
XYZ2777,student595,M,Gen,No,3469,"[['NITG', 'ECE'], ['NITAP', 'CSE'], ['NITK', 'ECE']]","Sorry, you got no seat",0
XYZ2781,student3880,M,Gen,No,221,"[['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITB', 'MECH'], ['NITC', 'ECE'], ['NITC', 'CSE']]","['NITC', 'CSE']",1
XYZ2782,student357,F,Gen,No,1841,"[['SVNIT', 'ECE'], ['SVNIT', 'MECH'], ['MNNIT', 'ECE'], ['NITC', 'CSE'], ['NITG', 'ECE'], ['NITG', 'CSE'], ['NITK', 'ECE'], ['NITC', 'MECH'], ['NITT', 'CSE'], ['MNNIT', 'MECH']]","['SVNIT', 'ECE']",1
XYZ2783,student4586,M,Gen,No,2578,"[['VNIT', 'ECE'], ['SVNIT', 'MECH'], ['NITK', 'ECE']]","Sorry, you got no seat",0
XYZ2783,student4910,F,Gen,Yes,2420,"[['VNIT', 'ECE'], ['NITAP', 'CSE'], ['NITB', 'ECE'], ['NITC', 'ECE'], ['MNNIT', 'ECE'], ['NITB', 'CSE']]","['VNIT', 'ECE']",1
XYZ2784,student2426,M,Gen,No,551,"[['VNIT', 'ECE'], ['NITB', 'MECH'], ['NITAP', 'CSE'], ['NITG', 'ECE'], ['NITK', 'CSE'], ['NITAP', 'CSE'], ['NITG', 'MECH'], ['NITB', 'ECE'], ['SVNIT', 'MECH'], ['NITB', 'MECH']]","['VNIT', 'ECE']",1
XYZ2786,student2245,M,Gen,No,4867,"[['NITC', 'AGRI'], ['NITK', 'CSE'], ['NITT', 'CSE'], ['NITG', 'MECH'], ['VNIT', 'ECE'], ['NITT', 'MECH'], ['NITB', 'ECE'], ['NITK', 'MECH'], ['NITG', 'ECE'], ['VNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2788,student3187,F,Gen,No,234,"[['NITK', 'AGRI'], ['NITK', 'CSE'], ['NITAP', 'CSE'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['NITG', 'ECE'], ['NITC', 'CSE'], ['NITB', 'ECE'], ['NITT', 'MECH'], ['NITC', 'CSE']]","['NITK', 'AGRI']",1
XYZ2788,student182,F,Gen,No,1420,"[['NITG', 'CSE'], ['VNIT', 'CSE'], ['NITAP', 'MECH'], ['SVNIT', 'ECE'], ['NITG', 'MECH'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITB', 'ECE'], ['NITK', 'CSE']]","['NITG', 'CSE']",1
XYZ2788,student1030,F,Gen,No,2073,"[['NITT', 'CIVIL'], ['VNIT', 'ECE'], ['NITG', 'ECE'], ['MNNIT', 'ECE'], ['NITB', 'ECE'], ['VNIT', 'CSE'], ['NITAP', 'CSE'], ['NITG', 'ECE']]","['NITT', 'CIVIL']",1
XYZ2790,student3920,M,Gen,No,2270,"[['SVNIT', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE']]","Sorry, you got no seat",0
XYZ2790,student4054,M,Gen,No,3422,"[['NITK', 'CIVIL'], ['VNIT', 'CSE'], ['NITB', 'MECH'], ['NITB', 'ECE'], ['VNIT', 'ECE'], ['NITB', 'ECE']]","Sorry, you got no seat",0
XYZ2790,student4571,M,Res,No,1048,"[['SVNIT', 'MECH'], ['NITB', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'ECE']]","['SVNIT', 'MECH']",1
XYZ2791,student1649,M,Res,No,4199,"[['NITB', 'ECE'], ['NITB', 'CSE'], ['NITT', 'MECH'], ['NITK', 'MECH'], ['NITK', 'CSE'], ['SVNIT', 'CSE'], ['NITG', 'CSE'], ['NITB', 'CSE'], ['NITT', 'MECH'], ['NITB', 'CSE']]","Sorry, you got no seat",0
XYZ2791,student4414,F,Res,Yes,3577,"[['SVNIT', 'AGRI'], ['NITT', 'ECE'], ['VNIT', 'MECH'], ['VNIT', 'ECE'], ['NITB', 'CSE'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['NITT', 'CSE'], ['MNNIT', 'MECH'], ['NITT', 'ECE']]","['SVNIT', 'AGRI']",1
XYZ2793,student1417,M,Gen,No,1163,"[['NITG', 'CIVIL'], ['MNNIT', 'ECE'], ['MNNIT', 'ECE'], ['NITC', 'CSE'], ['NITT', 'MECH'], ['NITG', 'ECE'], ['MNNIT', 'MECH']]","['NITG', 'CIVIL']",1
XYZ2796,student3752,M,Gen,No,3143,"[['MNNIT', 'CIVIL'], ['NITG', 'CSE'], ['NITG', 'CSE'], ['NITK', 'MECH'], ['NITG', 'MECH'], ['NITAP', 'CSE'], ['NITT', 'CSE'], ['NITG', 'CSE'], ['MNNIT', 'CSE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ2797,student1826,F,Gen,No,649,"[['NITC', 'ECE'], ['NITC', 'MECH'], ['NITG', 'CSE'], ['NITK', 'CSE'], ['MNNIT', 'MECH']]","['NITC', 'MECH']",2
XYZ2797,student1117,F,Gen,No,1251,"[['NITG', 'AGRI'], ['NITC', 'CSE'], ['VNIT', 'ECE'], ['NITC', 'CSE'], ['NITG', 'CSE'], ['NITB', 'ECE'], ['NITK', 'CSE'], ['VNIT', 'MECH']]","['NITC', 'CSE']",2
XYZ2797,student1115,M,Gen,No,1164,"[['NITB', 'CSE'], ['NITG', 'CSE'], ['NITB', 'ECE'], ['SVNIT', 'ECE'], ['MNNIT', 'MECH'], ['NITC', 'ECE'], ['NITG', 'CSE'], ['NITT', 'CSE'], ['SVNIT', 'ECE'], ['NITT', 'CSE']]","['NITB', 'CSE']",1
XYZ2801,student1724,M,Gen,No,4486,"[['NITG', 'CSE'], ['VNIT', 'MECH'], ['MNNIT', 'CSE'], ['NITT', 'ECE'], ['NITAP', 'ECE'], ['MNNIT', 'CSE'], ['NITG', 'CSE'], ['NITB', 'MECH'], ['NITT', 'CSE'], ['MNNIT', 'ECE']]","Sorry, you got no seat",0
XYZ2802,student4507,F,Gen,No,543,"[['NITG', 'CSE'], ['NITB', 'MECH'], ['NITC', 'CSE'], ['NITC', 'ECE'], ['NITB', 'ECE'], ['VNIT', 'ECE'], ['NITK', 'CSE'], ['NITG', 'CSE']]","['NITG', 'CSE']",1
XYZ2802,student1640,M,Gen,No,4146,"[['SVNIT', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITG', 'ECE'], ['NITG', 'MECH'], ['MNNIT', 'ECE'], ['MNNIT', 'CSE'], ['NITT', 'MECH'], ['MNNIT', 'MECH']]","Sorry, you got no seat",0
XYZ2803,student3221,F,Gen,No,1562,"[['NITAP', 'MECH'], ['NITK', 'ECE'], ['NITC', 'ECE'], ['NITT', 'CSE'], ['NITAP', 'CSE'], ['NITAP', 'MECH'], ['NITG', 'CSE'], ['SVNIT', 'MECH'], ['NITB', 'ECE'], ['NITK', 'CSE']]","['NITAP', 'MECH']",1
XYZ2803,student1919,M,Gen,No,1962,"[['NITB', 'AGRI'], ['NITT', 'ECE'], ['NITC', 'ECE'], ['VNIT', 'ECE'], ['NITC', 'CSE'], ['MNNIT', 'CSE'], ['NITG', 'MECH'], ['NITAP', 'CSE'], ['NITAP', 'CSE'], ['NITK', 'CSE']]","['VNIT', 'ECE']",4
XYZ2804,student3173,M,Res,No,4055,"[['NITB', 'AGRI'], ['NITB', 'CSE'], ['NITB', 'MECH']]","Sorry, you got no seat",0
XYZ2807,student4416,M,Gen,No,3525,"[['NITB', 'CIVIL'], ['MNNIT', 'CSE'], ['NITAP', 'MECH'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITK', 'CSE'], ['SVNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITC', 'ECE']]","Sorry, you got no seat",0
XYZ2807,student2772,F,Gen,No,124,"[['SVNIT', 'AGRI'], ['SVNIT', 'ECE'], ['NITB', 'CSE'], ['SVNIT', 'ECE'], ['NITC', 'ECE'], ['NITC', 'MECH'], ['MNNIT', 'MECH'], ['NITAP', 'ECE'], ['NITC', 'CSE'], ['SVNIT', 'ECE']]","['SVNIT', 'AGRI']",1
XYZ2807,student2926,M,Gen,No,4966,"[['NITC', 'CIVIL'], ['NITG', 'CSE'], ['SVNIT', 'ECE'], ['SVNIT', 'ECE']]","Sorry, you got no seat",0
XYZ2808,student1979,M,Res,No,2990,"[['VNIT', 'CIVIL'], ['NITB', 'ECE'], ['NITG', 'ECE'], ['SVNIT', 'CSE'], ['MNNIT', 'MECH'], ['NITG', 'ECE'], ['SVNIT', 'MECH'], ['VNIT', 'CSE'], ['NITG', 'CSE'], ['VNIT', 'CSE']]","['VNIT', 'CIVIL']",1
XYZ2809,student11,M,Gen,No,1159,"[['NITC', 'CSE'], ['NITG', 'ECE'], ['NITC', 'ECE'], ['SVNIT', 'ECE']]","['NITC', 'CSE']",1
XYZ2809,student1413,M,Gen,No,4879,"[['NITB', 'CSE'], ['VNIT', 'ECE'], ['NITT', 'MECH'], ['MNNIT', 'ECE'], ['NITG', 'CSE'], ['NITT', 'MECH']]","Sorry, you got no seat",0
XYZ2809,student3452,M,Gen,Yes,529,"[['NITT', 'CSE'], ['NITC', 'ECE'], ['VNIT', 'MECH'], ['NITG', 'ECE'], ['SVNIT', 'ECE'], ['NITB', 'CSE']]","['NITT', 'CSE']",1
